year_month,year,month,country,treatment_location,healthboard,hscp_name,location_name,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_meeting_target_aggregate,number_meeting_target_episode,discharge_destination_admission_to_same,discharge_destination_other_specialty,discharge_destination_residence,discharge_destination_transfer,discharge_destination_unknown,attendance_greater8hrs,attendance_greater12hrs,x_coordinate,y_coordinate,percent_target_met,percent_target_met_ep
2017-03,2017,March,Scotland,C106H,NHS Highland,Argyll and Bute,Cowal Community Hospital,Minor Injury Unit or Other,591,NA,591,NA,NA,NA,NA,NA,NA,NA,NA,217324,677908,1,NA
2017-03,2017,March,Scotland,C108H,NHS Highland,Argyll and Bute,Islay Hospital,Minor Injury Unit or Other,99,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,131615,659676,1,NA
2017-03,2017,March,Scotland,C113H,NHS Highland,Argyll and Bute,Victoria Hospital,Minor Injury Unit or Other,312,NA,308,NA,NA,NA,NA,NA,NA,NA,NA,208723,663909,0.9871794871794872,NA
2017-03,2017,March,Scotland,C121H,NHS Highland,Argyll and Bute,Lorn & Islands Hospital,Emergency Department,605,605,592,592,178,1,413,13,0,2,0,185665,728549,0.9785123966942149,0.9785123966942149
2017-03,2017,March,Scotland,C122H,NHS Highland,Argyll and Bute,Campbeltown Hospital,Minor Injury Unit or Other,464,NA,463,NA,NA,NA,NA,NA,NA,NA,NA,172003,619995,0.9978448275862069,NA
2017-03,2017,March,Scotland,H101H,NHS Highland,Highland,Dunbar Hospital,Minor Injury Unit or Other,154,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,310580,967264,1,NA
2017-03,2017,March,Scotland,H103H,NHS Highland,Highland,Caithness General Hospital,Emergency Department,627,627,598,598,182,1,441,3,0,6,0,336130,950861,0.9537480063795853,0.9537480063795853
2017-03,2017,March,Scotland,H106H,NHS Highland,Highland,Lawson Memorial Hospital,Minor Injury Unit or Other,45,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,282528,899920,1,NA
2017-03,2017,March,Scotland,H202H,NHS Highland,Highland,Raigmore Hospital,Emergency Department,2806,2806,2621,2621,717,1,2077,11,0,6,0,268618,844740,0.9340698503207413,0.9340698503207413
2017-03,2017,March,Scotland,H208H,NHS Highland,Highland,Nairn Town and County Hospital,Minor Injury Unit or Other,417,NA,417,NA,NA,NA,NA,NA,NA,NA,NA,288120,855775,1,NA
2017-03,2017,March,Scotland,H210H,NHS Highland,Highland,Ian Charles Community Hospital,Minor Injury Unit or Other,72,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,303534,828518,1,NA
2017-03,2017,March,Scotland,H212H,NHS Highland,Highland,Belford Hospital,Emergency Department,670,670,651,651,148,1,518,3,0,0,0,210613,774069,0.9716417910447761,0.9716417910447761
2017-03,2017,March,Scotland,H214H,NHS Highland,Highland,Mackinnon Memorial Hospital,Minor Injury Unit or Other,366,NA,366,NA,NA,NA,NA,NA,NA,NA,NA,164000,823875,1,NA
2017-03,2017,March,Scotland,H215H,NHS Highland,Highland,Portree Hospital,Minor Injury Unit or Other,181,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,148283,843314,1,NA
2017-03,2017,March,Scotland,H217H,NHS Highland,Highland,Ross Memorial Hospital,Minor Injury Unit or Other,45,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,255614,858620,1,NA
2017-03,2017,March,Scotland,H219H,NHS Highland,Highland,County Community Hospital Invergordon,Minor Injury Unit or Other,128,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,271838,869426,1,NA
2017-03,2017,March,Scotland,H224H,NHS Highland,Argyll and Bute,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,343,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,187170,688509,0.9795918367346939,NA
2017-03,2017,March,Scotland,H227B,NHS Highland,NA,NA,Minor Injury Unit or Other,178,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2017-03,2017,March,Scotland,H227H,NHS Highland,Argyll and Bute,Mull and Iona Community Hospital,Minor Injury Unit or Other,115,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,171280,738116,0.991304347826087,NA
2017-03,2017,March,Scotland,L106H,NHS Lanarkshire,North Lanarkshire,University Hospital Monklands,Emergency Department,5896,5896,5615,5615,1920,6,3832,93,45,7,1,274962,665442,0.9523405698778833,0.9523405698778833
2017-03,2017,March,Scotland,L206H,NHS Lanarkshire,South Lanarkshire,Kello Hospital,Minor Injury Unit or Other,55,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,304351,637599,1,NA
2017-03,2017,March,Scotland,L206H,NHS Lanarkshire,South Lanarkshire,Kello Hospital,Minor Injury Unit or Other,55,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,304351,637599,1,NA
2017-03,2017,March,Scotland,L207H,NHS Lanarkshire,South Lanarkshire,Lady Home Cottage Hospital,Minor Injury Unit or Other,79,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,284094,630932,1,NA
2017-03,2017,March,Scotland,L207H,NHS Lanarkshire,South Lanarkshire,Lady Home Cottage Hospital,Minor Injury Unit or Other,79,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,284094,630932,1,NA
2017-03,2017,March,Scotland,L302H,NHS Lanarkshire,South Lanarkshire,University Hospital Hairmyres,Emergency Department,5493,5493,4842,4842,1628,5,3773,61,26,95,13,260668,654078,0.8814855270344074,0.8814855270344074
2017-03,2017,March,Scotland,L302H,NHS Lanarkshire,South Lanarkshire,University Hospital Hairmyres,Emergency Department,5493,5493,4842,4842,1628,5,3773,61,26,95,13,260668,654078,0.8814855270344074,0.8814855270344074
2017-03,2017,March,Scotland,L308H,NHS Lanarkshire,North Lanarkshire,University Hospital Wishaw,Emergency Department,5696,5696,4913,4913,1381,8,4122,67,118,109,25,278294,655081,0.8625351123595506,0.8625351123595506
2017-03,2017,March,Scotland,S108H,NHS Lothian,East Lothian,Edington Cottage Hospital,Minor Injury Unit or Other,147,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,355361,684972,1,NA
2017-03,2017,March,Scotland,S116H,NHS Lothian,Edinburgh,Western General Hospital,Minor Injury Unit or Other,3959,3959,3688,3688,1179,0,2768,12,0,49,14,323004,674999,0.9315483708007073,0.9315483708007073
2017-03,2017,March,Scotland,S308H,NHS Lothian,West Lothian,St John's Hospital,Emergency Department,4759,4759,4543,4543,1012,4,3646,97,0,6,0,305077,667692,0.9546123135112419,0.9546123135112419
2017-03,2017,March,Scotland,S314H,NHS Lothian,Edinburgh,Royal Infirmary of Edinburgh at Little France,Emergency Department,9959,9959,9546,9546,2700,14,7104,141,0,66,5,327699,669148,0.9585299728888442,0.9585299728888442
2017-03,2017,March,Scotland,S319H,NHS Lothian,Edinburgh,Royal Hospital for Children and Young People,Emergency Department,4652,4652,4547,4547,535,1,4047,69,0,0,0,NA,NA,0.9774290627687017,0.9774290627687017
2017-03,2017,March,Scotland,R103H,NHS Orkney,Orkney Islands,The Balfour,Emergency Department,477,477,465,465,117,0,355,4,1,0,0,344590,1010016,0.9748427672955975,0.9748427672955975
2017-03,2017,March,Scotland,Z102H,NHS Shetland,Shetland Islands,Gilbert Bain Hospital,Emergency Department,591,591,574,574,151,0,429,6,5,0,0,446981,1141029,0.9712351945854484,0.9712351945854484
2017-03,2017,March,Scotland,T101H,NHS Tayside,Dundee City,Ninewells Hospital,Emergency Department,3986,3986,3934,3934,1242,13,2456,262,13,1,0,339005.12,730389.6,0.9869543401906673,0.9869543401906673
2017-03,2017,March,Scotland,T101H,NHS Tayside,Dundee City,Ninewells Hospital,Emergency Department,3986,3986,3934,3934,1242,13,2456,262,13,1,0,339005.12,730389.6,0.9869543401906673,0.9869543401906673
2017-03,2017,March,Scotland,T202H,NHS Tayside,Perth and Kinross,Perth Royal Infirmary,Emergency Department,2090,2090,2024,2024,420,3,1330,315,22,2,0,310411,723623,0.968421052631579,0.968421052631579
2017-03,2017,March,Scotland,T205H,NHS Tayside,Perth and Kinross,St Margaret's Hospital,Minor Injury Unit or Other,38,38,38,38,0,0,34,4,0,0,0,293688,712587,1,1
2017-03,2017,March,Scotland,T209H,NHS Tayside,Perth and Kinross,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,284,284,280,280,0,0,269,15,0,0,0,317409,744585.83,0.9859154929577465,0.9859154929577465
2017-03,2017,March,Scotland,T304H,NHS Tayside,Angus,Arbroath Infirmary,Minor Injury Unit or Other,1102,1102,1101,1101,0,1,1006,92,3,0,0,363406,740444,0.9990925589836661,0.9990925589836661
2017-03,2017,March,Scotland,T304H,NHS Tayside,Angus,Arbroath Infirmary,Minor Injury Unit or Other,1102,1102,1101,1101,0,1,1006,92,3,0,0,363406,740444,0.9990925589836661,0.9990925589836661
2017-03,2017,March,Scotland,T305H,NHS Tayside,Angus,Brechin Infirmary,Minor Injury Unit or Other,181,181,181,181,0,0,172,9,0,0,0,360207,760462,1,1
2017-03,2017,March,Scotland,T305H,NHS Tayside,Angus,Brechin Infirmary,Minor Injury Unit or Other,181,181,181,181,0,0,172,9,0,0,0,360207,760462,1,1
2017-03,2017,March,Scotland,T316H,NHS Tayside,Perth and Kinross,Crieff Community Hospital,Minor Injury Unit or Other,88,88,88,88,1,0,77,8,2,0,0,286317.24,721263.23,1,1
2017-03,2017,March,Scotland,T319H,NHS Tayside,Angus,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,545,545,545,545,0,0,515,29,1,0,0,346619,751376,1,1
2017-03,2017,March,Scotland,T319H,NHS Tayside,Angus,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,545,545,545,545,0,0,515,29,1,0,0,346619,751376,1,1
2017-03,2017,March,Scotland,T320H,NHS Tayside,Perth and Kinross,Pitlochry Community Hospital,Minor Injury Unit or Other,164,164,164,164,0,0,153,10,1,0,0,293727,757986,1,1
2017-03,2017,March,Scotland,T357C,NHS Tayside,NA,NA,Minor Injury Unit or Other,383,383,383,383,0,0,364,16,3,0,0,NA,NA,1,1
2017-03,2017,March,Scotland,W106H,NHS Western Isles,Western Isles,St Brendans Cot Hospital,Minor Injury Unit or Other,35,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,65926,797989,1,NA
2017-03,2017,March,Scotland,W107H,NHS Western Isles,Western Isles,Western Isles Hospital,Emergency Department,511,511,506,506,148,1,347,5,10,0,0,142692,934195,0.9902152641878669,0.9902152641878669
2017-03,2017,March,Scotland,W108H,NHS Western Isles,Western Isles,Uist & Barra Hospital,Minor Injury Unit or Other,122,122,122,122,13,0,109,0,0,0,0,77740,855235,1,1
2017-04,2017,April,Scotland,A101H,NHS Ayrshire and Arran,North Ayrshire,Arran War Memorial Hospital,Minor Injury Unit or Other,230,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,203533,632121,0.9739130434782609,NA
2017-04,2017,April,Scotland,A110H,NHS Ayrshire and Arran,North Ayrshire,Lady Margaret Hospital,Minor Injury Unit or Other,79,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,216713,655863,1,NA
2017-04,2017,April,Scotland,A111H,NHS Ayrshire and Arran,East Ayrshire,University Hospital Crosshouse,Emergency Department,5797,5797,5540,5540,2088,7,3329,140,233,20,3,240159.8,638520.4,0.955666724167673,0.955666724167673
2017-04,2017,April,Scotland,A210H,NHS Ayrshire and Arran,South Ayrshire,University Hospital Ayr,Emergency Department,3850,3850,3719,3719,1369,4,2214,135,128,10,0,235861,618224,0.9659740259740259,0.9659740259740259
2017-04,2017,April,Scotland,A216H,NHS Ayrshire and Arran,South Ayrshire,Girvan Community Hospital,Minor Injury Unit or Other,84,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,219127,598598,1,NA
2017-04,2017,April,Scotland,B103H,NHS Borders,Scottish Borders,The Knoll Hospital,Minor Injury Unit or Other,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,378679,653306,1,NA
2017-04,2017,April,Scotland,B105H,NHS Borders,Scottish Borders,Hawick Community  Hospital,Minor Injury Unit or Other,68,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,349809,614689,1,NA
2017-04,2017,April,Scotland,B114H,NHS Borders,Scottish Borders,Kelso Hospital,Minor Injury Unit or Other,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,372790,634491,1,NA
2017-04,2017,April,Scotland,B118H,NHS Borders,Scottish Borders,Hay Lodge Hospital,Minor Injury Unit or Other,39,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,324699,640483,1,NA
2017-04,2017,April,Scotland,B120H,NHS Borders,Scottish Borders,Borders General Hospital,Emergency Department,2567,2567,2395,2395,844,3,1514,191,15,7,0,353342,633789,0.9329957148422283,0.9329957148422283
2017-04,2017,April,Scotland,Y101H,NHS Dumfries and Galloway,Dumfries and Galloway,Castle Douglas Community Hospital,Minor Injury Unit or Other,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,276781,562189,1,NA
2017-04,2017,April,Scotland,Y106H,NHS Dumfries and Galloway,Dumfries and Galloway,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,32,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,268392,550781,1,NA
2017-04,2017,April,Scotland,Y109H,NHS Dumfries and Galloway,Dumfries and Galloway,Moffat Community Hospital,Minor Injury Unit or Other,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,309357,605079,1,NA
2017-04,2017,April,Scotland,Y110H,NHS Dumfries and Galloway,Dumfries and Galloway,Newton Stewart Hospital,Minor Injury Unit or Other,13,13,13,13,0,0,13,0,0,0,0,240517,564668,1,1
2017-04,2017,April,Scotland,Y144H,NHS Dumfries and Galloway,Dumfries and Galloway,Galloway Community Hospital,Emergency Department,1028,1028,980,980,77,0,860,64,27,2,1,206341,560236,0.953307392996109,0.953307392996109
2017-04,2017,April,Scotland,Y146H,NHS Dumfries and Galloway,Dumfries and Galloway,Dumfries & Galloway Royal Infirmary,Emergency Department,3079,3079,2870,2870,1121,4,1816,82,56,1,0,294130,575081,0.9321208184475479,0.9321208184475479
2017-04,2017,April,Scotland,F704H,NHS Fife,Fife,Victoria Hospital,Emergency Department,5375,5375,4852,4852,1533,20,3623,145,54,61,10,327977,693093,0.9026976744186046,0.9026976744186046
2017-04,2017,April,Scotland,F708H,NHS Fife,Fife,Adamson Hospital,Minor Injury Unit or Other,128,128,128,128,0,0,117,8,3,0,0,337144,715124,1,1
2017-04,2017,April,Scotland,F709H,NHS Fife,Fife,St Andrews Community Hospital,Minor Injury Unit or Other,225,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,350283,715321,1,NA
2017-04,2017,April,Scotland,F805H,NHS Fife,Fife,Queen Margaret Hospital,Minor Injury Unit or Other,1818,1818,1817,1817,24,0,1637,135,22,1,1,311292,688640,0.9994499449944995,0.9994499449944995
2017-04,2017,April,Scotland,V201H,NHS Forth Valley,Clackmannanshire and Stirling,Stirling Community Hospital,Minor Injury Unit or Other,1438,1438,1433,1433,3,0,959,83,393,0,0,279698,692139,0.9965229485396384,0.9965229485396384
2017-04,2017,April,Scotland,V217H,NHS Forth Valley,Falkirk,Forth Valley Royal Hospital,Emergency Department,5476,5476,4851,4851,1535,9,3002,106,824,11,0,284921,682898,0.8858655953250548,0.8858655953250548
2017-04,2017,April,Scotland,N101H,NHS Grampian,Aberdeen City,Aberdeen Royal Infirmary,Emergency Department,4739,4739,4393,4393,1330,15,3017,18,359,9,0,391789,807053,0.9269888162059506,0.9269888162059506
2017-04,2017,April,Scotland,N121H,NHS Grampian,Aberdeen City,Royal Aberdeen Children's Hospital,Emergency Department,1262,1262,1245,1245,134,0,1038,0,90,0,0,391919,806977,0.9865293185419969,0.9865293185419969
2017-04,2017,April,Scotland,N151H,NHS Grampian,Aberdeenshire,Aboyne Hospital,Minor Injury Unit or Other,99,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,353599.9,798620.3,1,NA
2017-04,2017,April,Scotland,N331H,NHS Grampian,Aberdeenshire,Inverurie Hospital,Minor Injury Unit or Other,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,377208.2,820724.1,1,NA
2017-04,2017,April,Scotland,N332H,NHS Grampian,Aberdeenshire,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,26,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,363140.5,827937.2,1,NA
2017-04,2017,April,Scotland,N333H,NHS Grampian,Aberdeenshire,Peterhead Community Hospital,Minor Injury Unit or Other,1315,NA,1315,NA,NA,NA,NA,NA,NA,NA,NA,412467,845814,1,NA
2017-04,2017,April,Scotland,N334H,NHS Grampian,Aberdeenshire,Fraserburgh Hospital,Minor Injury Unit or Other,705,NA,703,NA,NA,NA,NA,NA,NA,NA,NA,398932,866421,0.9971631205673759,NA
2017-04,2017,April,Scotland,N335H,NHS Grampian,Aberdeenshire,Jubilee Hospital,Minor Injury Unit or Other,233,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,352657.9,839486.1,0.9957081545064378,NA
2017-04,2017,April,Scotland,N336H,NHS Grampian,Aberdeenshire,Turriff Cottage Hospital,Minor Injury Unit or Other,192,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,373102.8,849752.7,1,NA
2017-04,2017,April,Scotland,N337H,NHS Grampian,Aberdeenshire,Chalmers Hospital,Minor Injury Unit or Other,260,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,368817.4,864465.9,0.9692307692307692,NA
2017-04,2017,April,Scotland,N411H,NHS Grampian,Moray,Dr Gray's Hospital,Emergency Department,2071,2071,2012,2012,377,3,1643,17,31,1,1,320593,862526,0.9715113471752777,0.9715113471752777
2017-04,2017,April,Scotland,N431H,NHS Grampian,Moray,Seafield Hospital,Minor Injury Unit or Other,55,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,341530,864641,1,NA
2017-04,2017,April,Scotland,N432H,NHS Grampian,Moray,Stephen Cottage Hospital,Minor Injury Unit or Other,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,332615,840044,1,NA
2017-04,2017,April,Scotland,N433H,NHS Grampian,Moray,Turner Memorial Hospital,Minor Injury Unit or Other,88,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,342894.03,850604.07,1,NA
2017-04,2017,April,Scotland,N451H,NHS Grampian,Moray,Fleming Cottage Hospital,Minor Injury Unit or Other,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,326704,842816,1,NA
2017-04,2017,April,Scotland,N494H,NHS Grampian,Aberdeenshire,Kincardine Community Hospital,Minor Injury Unit or Other,96,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,386065.6,786460.5,1,NA
2017-04,2017,April,Scotland,N683C,NHS Grampian,NA,NA,Minor Injury Unit or Other,24,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2017-04,2017,April,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1424,1424,1380,1380,203,3,1118,90,10,0,0,238439,680824,0.9691011235955056,0.9691011235955056
2017-04,2017,April,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1424,1424,1380,1380,203,3,1118,90,10,0,0,238439,680824,0.9691011235955056,0.9691011235955056
2017-04,2017,April,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2716,2716,2543,2543,671,7,1805,38,195,4,0,224623.63,675929.12,0.9363033873343152,0.9363033873343152
2017-04,2017,April,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2716,2716,2543,2543,671,7,1805,38,195,4,0,224623.63,675929.12,0.9363033873343152,0.9363033873343152
2017-04,2017,April,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,5575,5575,5052,5052,1646,9,3698,103,119,29,0,247423,662910,0.9061883408071749,0.9061883408071749
2017-04,2017,April,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,5575,5575,5052,5052,1646,9,3698,103,119,29,0,247423,662910,0.9061883408071749,0.9061883408071749
2017-04,2017,April,Scotland,G107H,NHS Greater Glasgow and Clyde,Glasgow City,Glasgow Royal Infirmary,Emergency Department,7707,7707,6405,6405,2280,26,4839,167,395,61,1,260185,665688,0.8310626702997275,0.8310626702997275
2017-04,2017,April,Scotland,G207H,NHS Greater Glasgow and Clyde,Glasgow City,Stobhill Hospital,Minor Injury Unit or Other,1714,1714,1711,1711,1,0,1569,115,29,0,0,261277,668868,0.9982497082847142,0.9982497082847142
2017-04,2017,April,Scotland,G306H,NHS Greater Glasgow and Clyde,Glasgow City,New Victoria Hospital,Minor Injury Unit or Other,2703,2703,2703,2703,0,1,2428,230,44,0,0,258200,661808,1,1
2017-04,2017,April,Scotland,G405H,NHS Greater Glasgow and Clyde,Glasgow City,Queen Elizabeth University Hospital,Emergency Department,8233,8233,6553,6553,2514,28,5289,97,305,117,3,253769,665746,0.7959431555933438,0.7959431555933438
2017-04,2017,April,Scotland,G513H,NHS Greater Glasgow and Clyde,Glasgow City,Royal Hospital for Children,Emergency Department,4918,4918,4889,4889,807,0,4103,2,6,0,0,253655,665616,0.9941032940219602,0.9941032940219602
2017-04,2017,April,Scotland,C106H,NHS Highland,Argyll and Bute,Cowal Community Hospital,Minor Injury Unit or Other,634,NA,634,NA,NA,NA,NA,NA,NA,NA,NA,217324,677908,1,NA
2017-04,2017,April,Scotland,C108H,NHS Highland,Argyll and Bute,Islay Hospital,Minor Injury Unit or Other,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,131615,659676,1,NA
2017-04,2017,April,Scotland,C113H,NHS Highland,Argyll and Bute,Victoria Hospital,Minor Injury Unit or Other,340,NA,337,NA,NA,NA,NA,NA,NA,NA,NA,208723,663909,0.9911764705882353,NA
2017-04,2017,April,Scotland,C121H,NHS Highland,Argyll and Bute,Lorn & Islands Hospital,Emergency Department,641,641,629,629,174,0,446,21,0,3,1,185665,728549,0.9812792511700468,0.9812792511700468
2017-04,2017,April,Scotland,C122H,NHS Highland,Argyll and Bute,Campbeltown Hospital,Minor Injury Unit or Other,460,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,172003,619995,1,NA
2017-04,2017,April,Scotland,H101H,NHS Highland,Highland,Dunbar Hospital,Minor Injury Unit or Other,168,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,310580,967264,1,NA
2017-04,2017,April,Scotland,H103H,NHS Highland,Highland,Caithness General Hospital,Emergency Department,558,558,540,540,169,1,385,3,0,2,1,336130,950861,0.967741935483871,0.967741935483871
2017-04,2017,April,Scotland,H106H,NHS Highland,Highland,Lawson Memorial Hospital,Minor Injury Unit or Other,42,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,282528,899920,1,NA
2017-04,2017,April,Scotland,H202H,NHS Highland,Highland,Raigmore Hospital,Emergency Department,2800,2800,2595,2595,737,4,2048,11,0,7,0,268618,844740,0.9267857142857143,0.9267857142857143
2017-04,2017,April,Scotland,H208H,NHS Highland,Highland,Nairn Town and County Hospital,Minor Injury Unit or Other,414,NA,414,NA,NA,NA,NA,NA,NA,NA,NA,288120,855775,1,NA
2017-04,2017,April,Scotland,H210H,NHS Highland,Highland,Ian Charles Community Hospital,Minor Injury Unit or Other,60,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,303534,828518,1,NA
2017-04,2017,April,Scotland,H212H,NHS Highland,Highland,Belford Hospital,Emergency Department,751,751,731,731,118,0,626,7,0,2,0,210613,774069,0.9733688415446072,0.9733688415446072
2017-04,2017,April,Scotland,H214H,NHS Highland,Highland,Mackinnon Memorial Hospital,Minor Injury Unit or Other,364,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,164000,823875,1,NA
2017-04,2017,April,Scotland,H215H,NHS Highland,Highland,Portree Hospital,Minor Injury Unit or Other,209,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,148283,843314,1,NA
2017-04,2017,April,Scotland,H217H,NHS Highland,Highland,Ross Memorial Hospital,Minor Injury Unit or Other,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,255614,858620,1,NA
2017-04,2017,April,Scotland,H219H,NHS Highland,Highland,County Community Hospital Invergordon,Minor Injury Unit or Other,102,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,271838,869426,1,NA
2017-04,2017,April,Scotland,H224H,NHS Highland,Argyll and Bute,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,388,NA,383,NA,NA,NA,NA,NA,NA,NA,NA,187170,688509,0.9871134020618557,NA
2017-04,2017,April,Scotland,H227B,NHS Highland,NA,NA,Minor Injury Unit or Other,109,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2017-04,2017,April,Scotland,H227H,NHS Highland,Argyll and Bute,Mull and Iona Community Hospital,Minor Injury Unit or Other,128,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,171280,738116,1,NA
2017-04,2017,April,Scotland,L106H,NHS Lanarkshire,North Lanarkshire,University Hospital Monklands,Emergency Department,5695,5695,5422,5422,1795,4,3719,125,52,5,0,274962,665442,0.9520632133450395,0.9520632133450395
2017-04,2017,April,Scotland,L206H,NHS Lanarkshire,South Lanarkshire,Kello Hospital,Minor Injury Unit or Other,69,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,304351,637599,1,NA
2017-04,2017,April,Scotland,L206H,NHS Lanarkshire,South Lanarkshire,Kello Hospital,Minor Injury Unit or Other,69,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,304351,637599,1,NA
2017-04,2017,April,Scotland,L207H,NHS Lanarkshire,South Lanarkshire,Lady Home Cottage Hospital,Minor Injury Unit or Other,99,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,284094,630932,1,NA
2017-04,2017,April,Scotland,L207H,NHS Lanarkshire,South Lanarkshire,Lady Home Cottage Hospital,Minor Injury Unit or Other,99,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,284094,630932,1,NA
2017-04,2017,April,Scotland,L302H,NHS Lanarkshire,South Lanarkshire,University Hospital Hairmyres,Emergency Department,5293,5293,4802,4802,1487,5,3720,61,20,87,27,260668,654078,0.9072359720385414,0.9072359720385414
2017-04,2017,April,Scotland,L302H,NHS Lanarkshire,South Lanarkshire,University Hospital Hairmyres,Emergency Department,5293,5293,4802,4802,1487,5,3720,61,20,87,27,260668,654078,0.9072359720385414,0.9072359720385414
2017-04,2017,April,Scotland,L308H,NHS Lanarkshire,North Lanarkshire,University Hospital Wishaw,Emergency Department,5523,5523,4939,4939,1339,12,4041,55,76,79,16,278294,655081,0.8942603657432555,0.8942603657432555
2017-04,2017,April,Scotland,S108H,NHS Lothian,East Lothian,Edington Cottage Hospital,Minor Injury Unit or Other,157,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,355361,684972,1,NA
2017-04,2017,April,Scotland,S116H,NHS Lothian,Edinburgh,Western General Hospital,Minor Injury Unit or Other,3736,3736,3417,3417,1067,0,2642,27,0,33,7,323004,674999,0.9146145610278372,0.9146145610278372
2017-04,2017,April,Scotland,S308H,NHS Lothian,West Lothian,St John's Hospital,Emergency Department,4560,4560,4414,4414,907,2,3558,93,0,7,0,305077,667692,0.9679824561403508,0.9679824561403508
2017-04,2017,April,Scotland,S314H,NHS Lothian,Edinburgh,Royal Infirmary of Edinburgh at Little France,Emergency Department,9711,9711,9189,9189,2663,18,6863,167,0,128,27,327699,669148,0.9462465245597775,0.9462465245597775
2017-04,2017,April,Scotland,S319H,NHS Lothian,Edinburgh,Royal Hospital for Children and Young People,Emergency Department,4132,4132,4060,4060,433,0,3534,165,0,1,0,NA,NA,0.9825750242013552,0.9825750242013552
